SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1.0,0.0,25.0,0.0,0.578420467,898.0,4.0,0.0,0.0,0.0,0.0
1.0,0.019329767,77.0,0.0,0.02124115,2400.0,11.0,0.0,0.0,0.0,0.0
1.0,0.042074681,49.0,0.0,0.284805552,6916.0,8.0,0.0,1.0,0.0,2.0
1.0,0.0,29.0,0.0,0.573907009,1440.0,8.0,0.0,0.0,0.0,0.0
1.0,0.185934393,61.0,0.0,0.28087718100000003,14500.0,35.0,0.0,1.0,0.0,0.0
1.0,0.014397121,28.0,0.0,0.973377704,600.0,2.0,0.0,1.0,0.0,0.0
1.0,0.005799220999999999,57.0,0.0,0.596172381,7262.0,11.0,0.0,3.0,0.0,0.0
1.0,0.9999999,38.0,0.0,0.044656743,4500.0,2.0,0.0,0.0,0.0,3.0
1.0,0.264421781,54.0,1.0,7152.0,0.0,17.0,0.0,2.0,0.0,0.0
1.0,0.270008193,63.0,1.0,0.334140308,19000.0,14.0,0.0,3.0,0.0,0.0
1.0,0.127620694,58.0,0.0,0.25760779,15608.0,22.0,0.0,2.0,0.0,1.0
1.0,0.5677396929999999,76.0,0.0,0.204248601,6966.0,14.0,0.0,0.0,0.0,1.0
1.0,0.015197728999999997,65.0,0.0,0.136655279,12000.0,8.0,0.0,1.0,0.0,0.0
1.0,0.7331228959999999,60.0,0.0,0.438956104,10000.0,9.0,0.0,2.0,0.0,0.0
1.0,0.077560349,40.0,2.0,0.975149957,3500.0,6.0,0.0,2.0,0.0,0.0
1.0,0.097691731,58.0,0.0,0.125690362,11225.0,4.0,0.0,1.0,0.0,4.0
1.0,0.9999999,53.0,1.0,0.095825115,6083.0,1.0,2.0,0.0,0.0,0.0
1.0,0.691054898,31.0,1.0,0.365138013,4600.0,9.0,0.0,1.0,0.0,1.0
1.0,0.024037306,59.0,0.0,0.00428449,3500.0,4.0,0.0,0.0,0.0,1.0
1.0,0.019080700000000003,45.0,0.0,0.453874945,9083.0,6.0,0.0,1.0,0.0,2.0
1.0,0.220930483,70.0,0.0,0.7680043240000001,7400.0,21.0,0.0,4.0,0.0,0.0
1.0,0.268105073,58.0,0.0,0.732238486,2800.0,12.0,0.0,2.0,0.0,0.0
1.0,0.838788553,54.0,0.0,0.17145814199999998,8695.0,4.0,0.0,0.0,0.0,0.0
1.0,0.272082205,47.0,1.0,0.261242725,17010.0,15.0,0.0,1.0,0.0,6.0
0.0,1.774542674,53.0,0.0,0.406259374,10000.0,13.0,0.0,3.0,0.0,4.0
1.0,0.9999999,67.0,0.0,36.0,326.0,1.0,0.0,0.0,0.0,0.0
1.0,0.790928097,38.0,0.0,0.155711551,4700.0,6.0,0.0,0.0,0.0,3.0
1.0,0.01904154,87.0,0.0,10.0,3705.0,2.0,0.0,0.0,0.0,0.0
1.0,0.245656149,56.0,0.0,0.189272195,14000.0,8.0,0.0,2.0,0.0,3.0
1.0,4.59e-05,29.0,0.0,0.189072693,8583.0,13.0,0.0,1.0,0.0,0.0
1.0,0.168139643,68.0,0.0,0.239380498,13300.0,12.0,0.0,2.0,0.0,0.0
1.0,0.013099345,58.0,0.0,0.262554769,8900.0,9.0,0.0,1.0,0.0,1.0
1.0,0.302298057,39.0,0.0,0.235932591,3500.0,7.0,0.0,0.0,0.0,3.0
1.0,0.44945476,54.0,0.0,0.19890368100000005,11492.0,10.0,0.0,2.0,0.0,1.0
1.0,0.22005693,41.0,0.0,0.162268389,3561.0,12.0,0.0,0.0,0.0,1.0
1.0,0.347521783,52.0,0.0,0.7149689140000001,2090.0,8.0,0.0,1.0,0.0,0.0
1.0,0.16456495699999998,79.0,0.0,0.216903968,3300.0,7.0,0.0,0.0,0.0,0.0
1.0,0.295906499,40.0,0.0,0.429761706,6000.0,5.0,0.0,1.0,0.0,0.0
1.0,0.001428435,36.0,2.0,0.352607899,6000.0,11.0,1.0,1.0,0.0,0.0
1.0,0.025956895,38.0,1.0,0.469369206,5500.0,7.0,0.0,2.0,0.0,2.0
1.0,0.9999999,46.0,0.0,4.0887130360000015,2400.0,7.0,1.0,0.0,0.0,1.0
1.0,1.135507896,50.0,0.0,0.39346828,9583.0,6.0,0.0,2.0,0.0,1.0
1.0,0.008353951,56.0,0.0,0.030609122,9800.0,10.0,1.0,0.0,0.0,3.0
1.0,0.008303608,83.0,0.0,4.0,4564.0,10.0,0.0,0.0,0.0,0.0
1.0,0.182396841,64.0,0.0,0.731067233,4000.0,13.0,0.0,2.0,0.0,0.0
1.0,0.566831399,68.0,0.0,0.353824659,5725.0,12.0,0.0,2.0,0.0,0.0
1.0,0.132542699,51.0,0.0,0.43573307,6083.0,31.0,0.0,2.0,0.0,0.0
1.0,0.071000593,67.0,0.0,0.194485475,4061.0,7.0,0.0,0.0,0.0,1.0
1.0,0.396268325,45.0,0.0,0.348198699,6300.0,4.0,0.0,1.0,0.0,4.0
1.0,0.02514298,80.0,0.0,0.007794232,2565.0,3.0,0.0,0.0,0.0,0.0
1.0,0.068154308,45.0,0.0,0.267627308,7147.0,5.0,0.0,1.0,0.0,3.0
1.0,0.0,64.0,0.0,0.105957617,2500.0,4.0,1.0,0.0,0.0,0.0
1.0,0.85761296,35.0,0.0,0.491787122,3043.0,5.0,0.0,1.0,0.0,2.0
1.0,0.928143713,36.0,2.0,0.4561522770000001,2941.0,9.0,1.0,1.0,1.0,1.0
1.0,0.07640111200000001,42.0,0.0,0.546600158,3808.0,5.0,0.0,1.0,0.0,1.0
1.0,0.500774961,52.0,0.0,1.302503477,2875.0,2.0,0.0,1.0,0.0,2.0
1.0,0.0,57.0,0.0,0.29270368,4700.0,13.0,0.0,1.0,0.0,0.0
1.0,0.117031116,93.0,0.0,0.021468041,47232.0,9.0,0.0,1.0,0.0,0.0
1.0,0.0,45.0,0.0,0.596480704,5000.0,8.0,0.0,2.0,0.0,2.0
1.0,0.7087397059999999,43.0,0.0,0.293959575,8558.0,11.0,0.0,2.0,0.0,2.0
1.0,0.020532649,71.0,0.0,0.002214567,8127.0,1.0,0.0,0.0,0.0,0.0
1.0,0.837209302,47.0,0.0,0.29895502,2200.0,5.0,0.0,0.0,0.0,0.0
1.0,0.127143643,65.0,0.0,0.298425394,4000.0,4.0,0.0,1.0,0.0,1.0
1.0,0.9999999,31.0,0.0,0.5028698389999999,5400.0,12.0,0.0,1.0,0.0,1.0
1.0,0.635601501,72.0,0.0,0.8016463509999999,6316.0,10.0,0.0,2.0,0.0,0.0
0.0,0.578466889,46.0,0.0,0.762662202,7166.0,12.0,0.0,3.0,0.0,0.0
1.0,0.056809275,40.0,0.0,0.527457314,6500.0,10.0,0.0,3.0,0.0,0.0
1.0,0.005969751999999999,73.0,0.0,0.003755869,7454.0,13.0,0.0,0.0,0.0,1.0
1.0,0.022676688,61.0,0.0,0.001968688,10666.0,4.0,0.0,0.0,0.0,4.0
1.0,0.047385081,76.0,1.0,0.088140286,6500.0,14.0,0.0,0.0,0.0,1.0
1.0,0.033573141,23.0,0.0,0.048144433,1993.0,3.0,0.0,0.0,1.0,1.0
1.0,0.564418906,61.0,0.0,0.692877202,3916.0,12.0,0.0,2.0,0.0,0.0
1.0,0.716341661,31.0,1.0,0.669647554,1900.0,12.0,0.0,0.0,0.0,1.0
1.0,0.188124876,56.0,1.0,0.424762278,10200.0,21.0,0.0,2.0,0.0,0.0
0.0,0.982589209,53.0,1.0,0.102854744,7145.0,4.0,1.0,0.0,2.0,2.0
1.0,0.001171783,68.0,0.0,3231.0,0.0,3.0,0.0,1.0,0.0,0.0
1.0,0.011103613,63.0,0.0,0.183941139,3125.0,4.0,0.0,0.0,0.0,0.0
1.0,0.08618579800000001,60.0,0.0,0.31478087,6000.0,7.0,0.0,2.0,0.0,0.0
1.0,0.003759318,40.0,0.0,0.124522814,5500.0,7.0,0.0,0.0,0.0,2.0
1.0,0.245471687,41.0,2.0,0.519548045,10000.0,14.0,0.0,1.0,0.0,3.0
1.0,0.096773231,69.0,0.0,99.0,288.0,6.0,0.0,0.0,0.0,0.0
1.0,0.272234864,32.0,0.0,0.154969006,5000.0,13.0,0.0,0.0,0.0,0.0
1.0,0.5443280229999999,51.0,0.0,0.660212665,6300.0,9.0,0.0,3.0,0.0,0.0
1.0,0.156339456,53.0,0.0,0.213527009,11014.0,10.0,0.0,1.0,0.0,2.0
1.0,0.474105179,43.0,0.0,0.296093854,7500.0,6.0,0.0,1.0,0.0,3.0
1.0,0.215307006,68.0,1.0,0.113690709,23000.0,11.0,0.0,1.0,0.0,1.0
1.0,0.969206159,34.0,1.0,0.508383423,3160.0,3.0,0.0,1.0,0.0,1.0
1.0,0.105622235,53.0,0.0,0.7438140459999999,4000.0,19.0,0.0,1.0,0.0,0.0
1.0,0.062534085,28.0,0.0,0.5895439379999999,898.0,5.0,0.0,0.0,0.0,0.0
1.0,0.9999999,59.0,0.0,0.102971407,5350.0,3.0,0.0,1.0,0.0,0.0
1.0,0.641121997,45.0,0.0,0.490929867,7000.0,9.0,0.0,1.0,0.0,2.0
1.0,0.083269167,49.0,0.0,0.34773218100000003,12500.0,9.0,0.0,1.0,0.0,4.0
1.0,0.006550706,67.0,0.0,0.38502555,4500.0,7.0,0.0,1.0,0.0,0.0
1.0,0.044447883,77.0,0.0,0.223592136,3000.0,10.0,0.0,1.0,0.0,0.0
1.0,0.0,41.0,0.0,0.305846371,8500.0,7.0,0.0,2.0,0.0,0.0
1.0,0.165527816,40.0,0.0,0.650385604,2333.0,3.0,0.0,1.0,0.0,2.0
1.0,0.054526135,49.0,0.0,0.543936954,11800.0,12.0,0.0,4.0,0.0,2.0
1.0,1.015856601,41.0,0.0,0.477904419,5000.0,6.0,2.0,2.0,0.0,0.0
1.0,0.103954599,29.0,0.0,0.004658385,7083.0,2.0,0.0,0.0,0.0,0.0
1.0,0.333992241,54.0,0.0,0.478541763,6500.0,12.0,0.0,2.0,0.0,0.0
1.0,0.408204235,59.0,0.0,0.408770161,3967.0,11.0,0.0,1.0,0.0,0.0
1.0,0.022314891,53.0,0.0,0.269642642,8310.0,9.0,0.0,1.0,0.0,1.0
0.0,0.9999999,48.0,0.0,1.294539862,3900.0,9.0,0.0,2.0,0.0,2.0
1.0,0.0,63.0,0.0,0.205586294,15000.0,5.0,0.0,1.0,0.0,0.0
1.0,0.872020075,28.0,0.0,0.152852132,5416.0,4.0,0.0,0.0,0.0,0.0
1.0,0.0,55.0,0.0,0.5480157529999999,3300.0,4.0,0.0,1.0,0.0,1.0
1.0,0.36535316,60.0,0.0,0.47458236,5566.0,15.0,0.0,1.0,0.0,0.0
1.0,0.170656892,49.0,0.0,0.37343776,6000.0,12.0,0.0,2.0,0.0,0.0
1.0,0.062322946,61.0,0.0,0.447127394,1200.0,5.0,0.0,1.0,0.0,0.0
1.0,0.071392028,42.0,0.0,0.17938206199999998,10000.0,3.0,0.0,1.0,0.0,3.0
0.0,0.613545817,32.0,0.0,0.101767542,5600.0,3.0,0.0,0.0,1.0,0.0
1.0,0.369655694,28.0,0.0,0.196850394,2666.0,4.0,0.0,0.0,0.0,0.0
1.0,0.012466768,52.0,0.0,0.096096522,14089.0,7.0,0.0,1.0,0.0,3.0
1.0,0.454177707,69.0,0.0,0.316264522,11189.0,10.0,0.0,1.0,0.0,1.0
1.0,0.171273622,55.0,0.0,0.397252874,12958.0,21.0,0.0,3.0,0.0,0.0
1.0,0.937515621,41.0,1.0,0.442691727,5958.0,8.0,0.0,1.0,1.0,0.0
0.0,0.914834066,32.0,2.0,0.414862336,3740.0,6.0,2.0,1.0,1.0,2.0
1.0,0.509171091,36.0,0.0,0.533348826,4302.0,6.0,0.0,1.0,0.0,1.0
1.0,0.0,58.0,0.0,1.157770337,5076.0,13.0,0.0,4.0,0.0,0.0
1.0,0.058235397,30.0,0.0,0.411526795,2966.0,4.0,0.0,1.0,0.0,0.0
1.0,0.023883563,90.0,0.0,54.0,1806.0,6.0,0.0,0.0,0.0,0.0
1.0,0.322253864,44.0,1.0,0.528171574,2750.0,8.0,0.0,0.0,0.0,2.0
1.0,0.6925474970000001,55.0,0.0,0.38255653,6500.0,10.0,0.0,1.0,0.0,0.0
1.0,0.059802933,30.0,0.0,0.232041914,7252.0,6.0,0.0,2.0,0.0,0.0
1.0,0.002706556,42.0,0.0,0.328811139,2800.0,10.0,0.0,0.0,0.0,0.0
1.0,0.004524365,41.0,1.0,0.001066382,3750.0,4.0,0.0,0.0,0.0,3.0
1.0,0.255332636,29.0,0.0,0.304673832,4000.0,12.0,0.0,0.0,0.0,0.0
0.0,0.317241059,56.0,0.0,0.135793492,5500.0,11.0,0.0,0.0,0.0,1.0
1.0,0.572854291,54.0,0.0,0.626330418,14750.0,6.0,0.0,3.0,0.0,4.0
1.0,0.252289853,38.0,0.0,0.655536691,5300.0,31.0,0.0,2.0,0.0,1.0
1.0,0.096441383,36.0,0.0,0.053994000999999986,9000.0,5.0,0.0,0.0,0.0,3.0
1.0,0.238513762,47.0,0.0,0.115752055,4500.0,4.0,0.0,0.0,0.0,0.0
1.0,0.081983225,62.0,0.0,0.10768878,13083.0,9.0,0.0,1.0,0.0,1.0
1.0,1.144896502,43.0,1.0,0.536692661,5000.0,4.0,0.0,1.0,1.0,0.0
1.0,0.206098777,65.0,0.0,0.33824070700000003,8150.0,13.0,0.0,3.0,0.0,1.0
1.0,0.716452856,37.0,0.0,0.645338665,4000.0,6.0,0.0,1.0,0.0,3.0
1.0,0.0,56.0,0.0,0.0,7000.0,4.0,0.0,0.0,0.0,0.0
1.0,0.584966014,43.0,0.0,0.346978558,1025.0,4.0,0.0,0.0,0.0,3.0
0.0,0.263399306,73.0,0.0,0.497583034,6412.0,16.0,1.0,2.0,0.0,0.0
1.0,0.01259937,47.0,0.0,0.283300018,5502.0,7.0,0.0,1.0,0.0,0.0
1.0,0.678650636,31.0,0.0,0.436990266,3800.0,12.0,0.0,1.0,0.0,0.0
1.0,0.8416992209999999,40.0,0.0,0.190867035,6700.0,4.0,0.0,0.0,0.0,2.0
1.0,0.00287452,71.0,0.0,0.183152521,4700.0,20.0,0.0,1.0,0.0,0.0
1.0,0.492754069,44.0,0.0,0.412735206,7333.0,4.0,0.0,2.0,0.0,3.0
1.0,0.023268232000000003,53.0,0.0,0.213965646,8033.0,9.0,0.0,2.0,0.0,2.0
1.0,0.050590886,36.0,0.0,0.862627475,3333.0,8.0,0.0,2.0,0.0,0.0
1.0,0.123548445,64.0,0.0,0.145627549,11034.0,9.0,0.0,1.0,0.0,0.0
1.0,0.093640283,69.0,1.0,0.23985062,8300.0,6.0,0.0,2.0,0.0,0.0
0.0,0.957274913,36.0,1.0,0.319615263,6341.0,8.0,0.0,1.0,0.0,1.0
1.0,0.056292820999999986,70.0,0.0,0.008997001,3000.0,5.0,0.0,0.0,0.0,0.0
1.0,0.173828256,53.0,0.0,0.205286344,3404.0,11.0,0.0,0.0,0.0,0.0
1.0,0.700059988,34.0,0.0,0.8840579709999999,2000.0,3.0,0.0,1.0,0.0,1.0
1.0,0.36026230299999995,64.0,0.0,0.440139965,4000.0,8.0,0.0,1.0,0.0,0.0
1.0,0.9999999,23.0,0.0,0.041848844,1600.0,1.0,0.0,0.0,0.0,0.0
1.0,0.917940011,42.0,0.0,0.815960547,4460.0,4.0,0.0,2.0,0.0,3.0
1.0,0.988883007,52.0,1.0,0.449563001,10983.0,4.0,0.0,2.0,1.0,2.0
1.0,0.0115547,29.0,0.0,0.08972756800000001,4000.0,9.0,0.0,0.0,0.0,0.0
1.0,0.386569246,39.0,0.0,0.3369199,9200.0,17.0,0.0,2.0,0.0,3.0
1.0,0.014934458,38.0,0.0,0.157300256,14430.0,5.0,0.0,1.0,0.0,1.0
1.0,0.038989327,65.0,0.0,5614.0,0.0,8.0,0.0,3.0,0.0,0.0
1.0,0.07410156799999999,80.0,0.0,0.009958176,5020.0,4.0,0.0,0.0,0.0,1.0
1.0,0.342063616,52.0,0.0,0.697292293,4320.0,18.0,0.0,1.0,0.0,0.0
1.0,0.010031093,71.0,0.0,0.33129771,2619.0,9.0,0.0,1.0,0.0,1.0
1.0,0.19700582,48.0,0.0,0.276890683,11397.0,17.0,0.0,2.0,0.0,0.0
0.0,0.966777409,40.0,2.0,0.90261115,2833.0,5.0,3.0,1.0,1.0,2.0
1.0,0.062434754,54.0,0.0,152.0,212.0,13.0,0.0,0.0,0.0,0.0
1.0,0.402691819,50.0,0.0,0.365570254,11187.0,11.0,0.0,2.0,0.0,0.0
1.0,0.092214024,68.0,0.0,0.241420686,8333.0,9.0,0.0,2.0,0.0,1.0
1.0,1.00745319,52.0,1.0,0.032218642,9000.0,3.0,0.0,0.0,0.0,0.0
1.0,0.543902966,37.0,0.0,0.8258348329999999,5000.0,11.0,0.0,1.0,0.0,0.0
1.0,0.0,52.0,0.0,0.335489942,8500.0,7.0,0.0,2.0,0.0,0.0
1.0,0.143141611,63.0,0.0,0.430940217,11156.0,11.0,0.0,2.0,0.0,0.0
1.0,0.26096019800000003,74.0,0.0,0.967016492,2000.0,4.0,0.0,1.0,0.0,0.0
1.0,0.66556817,47.0,0.0,0.417305023,19450.0,19.0,0.0,3.0,0.0,2.0
1.0,0.612102206,63.0,0.0,0.139031926,3883.0,9.0,0.0,0.0,0.0,0.0
1.0,0.0,42.0,0.0,0.079293105,8600.0,6.0,0.0,1.0,0.0,2.0
1.0,0.02624575,64.0,0.0,0.401046073,13000.0,9.0,0.0,1.0,0.0,0.0
1.0,0.037242998,71.0,0.0,0.00199981,10500.0,9.0,0.0,0.0,0.0,0.0
1.0,0.042151322000000005,42.0,0.0,0.251808717,5666.0,7.0,0.0,1.0,0.0,2.0
1.0,0.74735876,41.0,1.0,0.364603218,3666.0,17.0,0.0,0.0,0.0,0.0
1.0,0.470843052,27.0,0.0,0.097332016,6071.0,6.0,0.0,0.0,0.0,3.0
0.0,0.5543797770000001,28.0,1.0,0.227874155,3400.0,3.0,0.0,1.0,0.0,0.0
1.0,0.001417069,36.0,0.0,0.113083951,5800.0,5.0,0.0,0.0,0.0,0.0
0.0,0.338727598,30.0,0.0,0.498375406,4000.0,10.0,0.0,1.0,0.0,0.0
1.0,0.018999136,59.0,0.0,11.0,3984.0,2.0,0.0,0.0,0.0,0.0
1.0,0.022254233,43.0,0.0,0.225597562,10500.0,13.0,0.0,1.0,0.0,3.0
0.0,0.772901946,47.0,0.0,0.5282779320000001,8663.0,7.0,0.0,2.0,1.0,0.0
1.0,0.131646709,62.0,0.0,0.394075909,8878.0,4.0,0.0,1.0,0.0,1.0
1.0,0.070616947,58.0,0.0,0.17621261300000002,11400.0,9.0,0.0,2.0,0.0,1.0
1.0,0.29643004,60.0,0.0,0.324535829,6516.0,13.0,0.0,1.0,0.0,1.0
1.0,0.028295097,52.0,1.0,0.41098027,12822.0,18.0,0.0,4.0,0.0,0.0
1.0,0.019668694,60.0,0.0,0.281565791,9400.0,16.0,0.0,2.0,0.0,1.0
1.0,0.684319482,47.0,0.0,0.486089054,17000.0,18.0,0.0,3.0,0.0,1.0
1.0,0.851489188,40.0,1.0,0.443268665,1700.0,5.0,2.0,0.0,0.0,0.0
1.0,0.076771228,40.0,0.0,0.463651433,4222.0,11.0,0.0,1.0,0.0,1.0
1.0,0.018560884,42.0,0.0,0.294142155,12000.0,12.0,0.0,1.0,0.0,3.0
1.0,0.03174148,61.0,0.0,325.0,23.0,17.0,0.0,1.0,0.0,0.0
1.0,0.050918077,43.0,0.0,0.576600373,6435.0,5.0,0.0,2.0,0.0,1.0
1.0,0.241425907,45.0,0.0,0.035595254,7500.0,3.0,0.0,0.0,0.0,1.0
1.0,0.133424729,49.0,0.0,0.263115792,15000.0,16.0,0.0,2.0,0.0,1.0
1.0,0.22781297,76.0,0.0,0.778296227,7500.0,17.0,0.0,3.0,0.0,0.0
1.0,0.023268592,42.0,0.0,0.000320543,74872.0,4.0,0.0,0.0,0.0,0.0
1.0,0.055972014,67.0,0.0,6.0,4585.0,3.0,0.0,0.0,0.0,0.0
0.0,0.9999999,31.0,0.0,0.078854025,3664.0,4.0,2.0,0.0,1.0,2.0
1.0,0.000809485,65.0,0.0,0.347061176,2500.0,4.0,0.0,1.0,0.0,0.0
1.0,0.043859414000000006,33.0,0.0,0.7606997809999999,3200.0,4.0,0.0,1.0,0.0,0.0
1.0,0.314367508,51.0,1.0,0.28897466,11917.0,13.0,0.0,2.0,0.0,2.0
0.0,0.631028472,46.0,2.0,0.271791502,4565.0,9.0,0.0,0.0,1.0,4.0
1.0,0.015170898,54.0,0.0,0.25160714300000003,5599.0,8.0,0.0,1.0,0.0,0.0
1.0,0.392191865,46.0,0.0,0.214915892,8500.0,9.0,0.0,1.0,0.0,0.0
1.0,0.010614658,67.0,0.0,0.06945789,4131.0,9.0,0.0,0.0,0.0,0.0
1.0,0.17837970600000005,51.0,0.0,0.329608281,8500.0,10.0,0.0,2.0,0.0,1.0
1.0,0.006918692,75.0,0.0,0.208891725,4700.0,7.0,0.0,1.0,0.0,0.0
1.0,0.022891015,55.0,0.0,43.0,697.0,3.0,0.0,0.0,0.0,0.0
1.0,0.026591294,56.0,0.0,0.304805232,7033.0,24.0,0.0,1.0,0.0,0.0
1.0,0.097697558,54.0,0.0,0.595680864,5000.0,3.0,0.0,1.0,0.0,0.0
1.0,0.094845018,45.0,0.0,8041.0,0.0,9.0,0.0,6.0,0.0,2.0
1.0,0.045016941,69.0,0.0,0.672530988,2500.0,15.0,0.0,2.0,0.0,0.0
1.0,0.097861471,82.0,0.0,175.0,133.0,4.0,0.0,0.0,0.0,0.0
1.0,0.915084751,44.0,0.0,0.584987315,6700.0,12.0,0.0,2.0,0.0,2.0
1.0,0.0,62.0,0.0,1.3822610869999998,1600.0,3.0,0.0,1.0,0.0,0.0
1.0,0.003164696,77.0,0.0,336.0,32.0,6.0,0.0,1.0,0.0,0.0
1.0,0.043766424000000005,50.0,0.0,0.058563062,7000.0,3.0,0.0,0.0,0.0,0.0
1.0,0.212893553,41.0,0.0,0.118631032,5200.0,5.0,0.0,0.0,0.0,0.0
1.0,0.019996001,30.0,0.0,0.182505755,3040.0,6.0,0.0,0.0,0.0,0.0
1.0,1303.0,52.0,0.0,1179.0,1115.0,3.0,0.0,1.0,0.0,0.0
1.0,0.005945143000000001,38.0,0.0,0.35564730200000005,3390.0,7.0,0.0,1.0,0.0,3.0
1.0,0.033559361,47.0,0.0,0.300197128,3550.0,11.0,0.0,1.0,0.0,0.0
1.0,0.112767601,61.0,2.0,0.48980204,3333.0,11.0,0.0,2.0,0.0,0.0
1.0,0.27223817,47.0,0.0,0.19932226,18000.0,11.0,0.0,2.0,0.0,2.0
1.0,0.134881783,36.0,0.0,0.203252033,3566.0,4.0,0.0,1.0,0.0,0.0
1.0,0.0008997189999999998,45.0,0.0,0.221789883,2826.0,5.0,0.0,1.0,0.0,2.0
1.0,0.068758957,61.0,0.0,0.28091698800000003,11166.0,8.0,0.0,2.0,0.0,1.0
1.0,0.03270492,33.0,0.0,0.71816023,8000.0,6.0,0.0,3.0,0.0,0.0
1.0,0.394641157,50.0,2.0,2.494793836,2400.0,17.0,0.0,4.0,0.0,2.0
1.0,0.032718691,68.0,0.0,0.493547419,6663.0,7.0,0.0,2.0,0.0,0.0
1.0,0.042150832,83.0,0.0,50.0,1183.0,8.0,0.0,0.0,0.0,0.0
1.0,0.9999999,25.0,0.0,0.010515247,950.0,2.0,0.0,0.0,0.0,0.0
1.0,0.83963248,67.0,1.0,0.5190818189999999,7100.0,14.0,0.0,1.0,0.0,0.0
1.0,0.805029764,62.0,0.0,0.429883815,3700.0,19.0,0.0,0.0,0.0,0.0
1.0,0.0,82.0,0.0,0.360082305,2429.0,5.0,0.0,1.0,0.0,1.0
1.0,0.420485175,31.0,0.0,0.123830094,4166.0,5.0,0.0,0.0,1.0,0.0
1.0,0.950209958,28.0,0.0,0.6378018320000001,1200.0,5.0,0.0,0.0,0.0,0.0
0.0,0.7041183529999999,65.0,0.0,0.285747501,4300.0,4.0,0.0,0.0,0.0,0.0
1.0,0.586686174,28.0,0.0,0.272291084,2500.0,13.0,0.0,0.0,1.0,0.0
1.0,0.0,66.0,0.0,6.0,4162.0,4.0,0.0,0.0,0.0,0.0
1.0,0.026640861,49.0,0.0,0.379210953,5550.0,14.0,0.0,1.0,0.0,0.0
1.0,0.063204023,60.0,1.0,0.264371034,10715.0,3.0,0.0,1.0,0.0,1.0
0.0,0.8824067720000001,45.0,1.0,684.0,2.0,3.0,0.0,0.0,0.0,0.0
1.0,0.301933071,49.0,0.0,0.235350412,13583.0,11.0,0.0,1.0,0.0,1.0
1.0,0.032448378,68.0,0.0,1663.0,0.0,5.0,0.0,1.0,0.0,0.0
1.0,0.31576917,33.0,0.0,0.287428667,11915.0,13.0,0.0,0.0,0.0,0.0
1.0,0.059947003,37.0,0.0,0.360741676,10300.0,7.0,0.0,2.0,0.0,2.0
1.0,0.382310385,69.0,0.0,0.360008271,4835.0,7.0,0.0,1.0,0.0,0.0
1.0,0.695781037,42.0,0.0,0.28953945,2800.0,9.0,0.0,0.0,0.0,0.0
1.0,0.800664452,48.0,0.0,0.015567087,4046.0,2.0,3.0,0.0,0.0,1.0
1.0,0.31913635,46.0,1.0,0.615823173,11400.0,25.0,0.0,4.0,0.0,0.0
1.0,0.043998915,61.0,0.0,0.4492584570000001,6000.0,24.0,0.0,3.0,0.0,2.0
1.0,0.141558599,49.0,1.0,0.37437055,5758.0,7.0,1.0,2.0,1.0,3.0
1.0,0.045444751,32.0,0.0,0.301283119,6000.0,7.0,0.0,1.0,0.0,0.0
1.0,0.0882873,50.0,0.0,43.0,544.0,2.0,0.0,0.0,0.0,0.0
1.0,0.17020961399999998,29.0,1.0,0.17960255,8000.0,4.0,0.0,1.0,1.0,0.0
1.0,0.252541162,62.0,0.0,0.25318497,6200.0,15.0,0.0,1.0,0.0,0.0
1.0,0.0,33.0,0.0,0.17338848699999998,2900.0,2.0,0.0,0.0,0.0,0.0
1.0,0.155149868,50.0,0.0,0.29342787,7333.0,6.0,0.0,1.0,0.0,2.0
1.0,0.006665811999999999,58.0,0.0,0.355405066,3986.0,6.0,0.0,2.0,0.0,2.0
1.0,0.107923781,46.0,0.0,0.343041203,7450.0,14.0,0.0,2.0,0.0,1.0
1.0,0.194944437,37.0,0.0,0.14751102,9300.0,14.0,0.0,0.0,0.0,3.0
0.0,0.425249169,23.0,0.0,0.002497918,1200.0,2.0,0.0,0.0,0.0,0.0
1.0,0.12794635599999998,59.0,0.0,0.450569987,5350.0,21.0,0.0,3.0,0.0,0.0
1.0,0.053846545,72.0,0.0,94.0,365.0,3.0,0.0,0.0,0.0,0.0
1.0,0.8795046679999999,43.0,1.0,0.6286224420000001,7280.0,12.0,0.0,2.0,0.0,0.0
1.0,0.137536952,49.0,0.0,1721.0,0.0,17.0,0.0,1.0,0.0,0.0
1.0,0.016426616,28.0,0.0,0.113391282,15300.0,6.0,0.0,2.0,0.0,0.0
1.0,0.32079287100000003,47.0,0.0,8501.0,0.0,6.0,0.0,1.0,0.0,0.0
1.0,5.39e-05,37.0,1.0,0.19848346,12000.0,18.0,0.0,2.0,0.0,1.0
1.0,0.0,52.0,1.0,0.452927215,7583.0,11.0,0.0,3.0,0.0,0.0
1.0,0.122247235,59.0,0.0,0.30284857600000004,2000.0,8.0,0.0,0.0,0.0,3.0
1.0,0.191521991,62.0,0.0,0.261806189,14250.0,16.0,0.0,2.0,0.0,2.0
1.0,0.06579342099999999,42.0,1.0,0.272970632,12700.0,12.0,0.0,2.0,0.0,4.0
